player_id,season_id,team_code,age,games,games_started,minutes,win_shares,ws_per_48,bpm,vorp,low_sample,experience,innate_ability,full_name,birth_date,birth_place,height_cm,weight_kg,shoots,player_url,country_id,bmi,agility,height_bin,position_id,position_code,mvp_rank,mvp_share,is_mvp_candidate,is_champion,season_name
achiupr01,2,MIA,21,61,4,737,1.3,0.085,-4.1,-0.4,False,1,0.047619047619047616,Precious Achiuwa,1999-09-19,"Port Harcourt,Nigeriang",203,110.0,Right,https://www.basketball-reference.com/players/a/achiupr01.html,62,26.69319808779636,1.8454545454545455,Big-height (201-213cm),1,C,,,False,False,2020-21
achiupr01,2,MIA,21,61,4,737,1.3,0.085,-4.1,-0.4,False,1,0.047619047619047616,Precious Achiuwa,1999-09-19,"Port Harcourt,Nigeriang",203,110.0,Right,https://www.basketball-reference.com/players/a/achiupr01.html,62,26.69319808779636,1.8454545454545455,Big-height (201-213cm),4,PF,,,False,False,2020-21
achiupr01,3,TOR,22,73,28,1725,2.5,0.07,-2.6,-0.2,False,2,0.09090909090909091,Precious Achiuwa,1999-09-19,"Port Harcourt,Nigeriang",203,110.0,Right,https://www.basketball-reference.com/players/a/achiupr01.html,62,26.69319808779636,1.8454545454545455,Big-height (201-213cm),1,C,,,False,False,2021-22
achiupr01,3,TOR,22,73,28,1725,2.5,0.07,-2.6,-0.2,False,2,0.09090909090909091,Precious Achiuwa,1999-09-19,"Port Harcourt,Nigeriang",203,110.0,Right,https://www.basketball-reference.com/players/a/achiupr01.html,62,26.69319808779636,1.8454545454545455,Big-height (201-213cm),4,PF,,,False,False,2021-22
achiupr01,4,TOR,23,55,12,1140,2.2,0.093,-2.3,-0.1,False,3,0.13043478260869565,Precious Achiuwa,1999-09-19,"Port Harcourt,Nigeriang",203,110.0,Right,https://www.basketball-reference.com/players/a/achiupr01.html,62,26.69319808779636,1.8454545454545455,Big-height (201-213cm),1,C,,,False,False,2022-23
achiupr01,4,TOR,23,55,12,1140,2.2,0.093,-2.3,-0.1,False,3,0.13043478260869565,Precious Achiuwa,1999-09-19,"Port Harcourt,Nigeriang",203,110.0,Right,https://www.basketball-reference.com/players/a/achiupr01.html,62,26.69319808779636,1.8454545454545455,Big-height (201-213cm),4,PF,,,False,False,2022-23
achiupr01,5,2TM,24,74,18,1624,3.4,0.102,-1.4,0.2,False,4,0.16666666666666666,Precious Achiuwa,1999-09-19,"Port Harcourt,Nigeriang",203,110.0,Right,https://www.basketball-reference.com/players/a/achiupr01.html,62,26.69319808779636,1.8454545454545455,Big-height (201-213cm),1,C,,,False,False,2023-24
achiupr01,5,2TM,24,74,18,1624,3.4,0.102,-1.4,0.2,False,4,0.16666666666666666,Precious Achiuwa,1999-09-19,"Port Harcourt,Nigeriang",203,110.0,Right,https://www.basketball-reference.com/players/a/achiupr01.html,62,26.69319808779636,1.8454545454545455,Big-height (201-213cm),4,PF,,,False,False,2023-24
adamsja01,2,MIL,24,7,0,18,-0.1,-0.252,-19.8,-0.1,True,1,0.041666666666666664,Jaylen Adams,1996-05-04,"Baltimore,Marylandus",183,102.0,Right,https://www.basketball-reference.com/players/a/adamsja01.html,86,30.457762250291136,1.7941176470588236,Guard-height (<190cm),5,PG,,,False,True,2020-21
adamsst01,1,OKC,26,63,63,1680,6.5,0.185,2.9,2.1,False,1,0.038461538461538464,Steven Adams,1993-07-20,"Rotorua,New Zealandnz",211,120.0,Right,https://www.basketball-reference.com/players/a/adamsst01.html,66,26.953572471417985,1.7583333333333333,Big-height (201-213cm),1,C,,,False,False,2019-20
adamsst01,2,NOP,27,58,58,1605,4.0,0.119,-0.3,0.7,False,2,0.07407407407407407,Steven Adams,1993-07-20,"Rotorua,New Zealandnz",211,120.0,Right,https://www.basketball-reference.com/players/a/adamsst01.html,66,26.953572471417985,1.7583333333333333,Big-height (201-213cm),1,C,,,False,False,2020-21
adamsst01,3,MEM,28,76,75,1999,6.8,0.163,2.0,2.0,False,3,0.10714285714285714,Steven Adams,1993-07-20,"Rotorua,New Zealandnz",211,120.0,Right,https://www.basketball-reference.com/players/a/adamsst01.html,66,26.953572471417985,1.7583333333333333,Big-height (201-213cm),1,C,,,False,False,2021-22
adamsst01,4,MEM,29,42,42,1133,3.4,0.144,0.6,0.7,False,4,0.13793103448275862,Steven Adams,1993-07-20,"Rotorua,New Zealandnz",211,120.0,Right,https://www.basketball-reference.com/players/a/adamsst01.html,66,26.953572471417985,1.7583333333333333,Big-height (201-213cm),1,C,,,False,False,2022-23
adebaba01,1,MIA,22,72,72,2417,8.5,0.168,3.4,3.3,False,1,0.045454545454545456,Bam Adebayo,1997-07-18,"Newark,New Jerseyus",206,115.0,Right,https://www.basketball-reference.com/players/a/adebaba01.html,86,27.099632387595438,1.791304347826087,Big-height (201-213cm),1,C,,,False,False,2019-20
adebaba01,1,MIA,22,72,72,2417,8.5,0.168,3.4,3.3,False,1,0.045454545454545456,Bam Adebayo,1997-07-18,"Newark,New Jerseyus",206,115.0,Right,https://www.basketball-reference.com/players/a/adebaba01.html,86,27.099632387595438,1.791304347826087,Big-height (201-213cm),4,PF,,,False,False,2019-20
adebaba01,2,MIA,23,64,64,2143,8.8,0.197,4.9,3.7,False,2,0.08695652173913043,Bam Adebayo,1997-07-18,"Newark,New Jerseyus",206,115.0,Right,https://www.basketball-reference.com/players/a/adebaba01.html,86,27.099632387595438,1.791304347826087,Big-height (201-213cm),1,C,,,False,False,2020-21
adebaba01,2,MIA,23,64,64,2143,8.8,0.197,4.9,3.7,False,2,0.08695652173913043,Bam Adebayo,1997-07-18,"Newark,New Jerseyus",206,115.0,Right,https://www.basketball-reference.com/players/a/adebaba01.html,86,27.099632387595438,1.791304347826087,Big-height (201-213cm),4,PF,,,False,False,2020-21
adebaba01,3,MIA,24,56,56,1825,7.2,0.188,3.8,2.7,False,3,0.125,Bam Adebayo,1997-07-18,"Newark,New Jerseyus",206,115.0,Right,https://www.basketball-reference.com/players/a/adebaba01.html,86,27.099632387595438,1.791304347826087,Big-height (201-213cm),1,C,,,False,False,2021-22
adebaba01,3,MIA,24,56,56,1825,7.2,0.188,3.8,2.7,False,3,0.125,Bam Adebayo,1997-07-18,"Newark,New Jerseyus",206,115.0,Right,https://www.basketball-reference.com/players/a/adebaba01.html,86,27.099632387595438,1.791304347826087,Big-height (201-213cm),4,PF,,,False,False,2021-22
adebaba01,4,MIA,25,75,75,2598,7.4,0.137,1.5,2.3,False,4,0.16,Bam Adebayo,1997-07-18,"Newark,New Jerseyus",206,115.0,Right,https://www.basketball-reference.com/players/a/adebaba01.html,86,27.099632387595438,1.791304347826087,Big-height (201-213cm),1,C,,,False,False,2022-23
adebaba01,4,MIA,25,75,75,2598,7.4,0.137,1.5,2.3,False,4,0.16,Bam Adebayo,1997-07-18,"Newark,New Jerseyus",206,115.0,Right,https://www.basketball-reference.com/players/a/adebaba01.html,86,27.099632387595438,1.791304347826087,Big-height (201-213cm),4,PF,,,False,False,2022-23
adebaba01,5,MIA,26,71,71,2416,7.2,0.144,2.4,2.7,False,5,0.19230769230769232,Bam Adebayo,1997-07-18,"Newark,New Jerseyus",206,115.0,Right,https://www.basketball-reference.com/players/a/adebaba01.html,86,27.099632387595438,1.791304347826087,Big-height (201-213cm),1,C,,,False,False,2023-24
adebaba01,5,MIA,26,71,71,2416,7.2,0.144,2.4,2.7,False,5,0.19230769230769232,Bam Adebayo,1997-07-18,"Newark,New Jerseyus",206,115.0,Right,https://www.basketball-reference.com/players/a/adebaba01.html,86,27.099632387595438,1.791304347826087,Big-height (201-213cm),4,PF,,,False,False,2023-24
agbajoc01,4,UTA,22,59,22,1209,1.3,0.053,-3.0,-0.3,False,1,0.045454545454545456,Ochai Agbaji,2000-04-20,"Milwaukee,Wisconsinus",196,97.0,Right,https://www.basketball-reference.com/players/a/agbajoc01.html,86,25.249895876718035,2.020618556701031,Wing-height (190-201cm),7,SG,,,False,False,2022-23
agbajoc01,5,2TM,23,78,28,1641,0.1,0.002,-4.4,-1.0,False,2,0.08695652173913043,Ochai Agbaji,2000-04-20,"Milwaukee,Wisconsinus",196,97.0,Right,https://www.basketball-reference.com/players/a/agbajoc01.html,86,25.249895876718035,2.020618556701031,Wing-height (190-201cm),7,SG,,,False,False,2023-24
aldamsa01,3,MEM,21,32,0,360,0.3,0.044,-5.7,-0.3,False,1,0.047619047619047616,Santi Aldama,2001-01-10,"Las Palmas,Spaines",213,97.0,Right,https://www.basketball-reference.com/players/a/aldamsa01.html,28,21.38023760717671,2.195876288659794,Big-height (201-213cm),4,PF,,,False,False,2021-22
aldamsa01,4,MEM,22,77,20,1682,4.6,0.13,0.5,1.1,False,2,0.09090909090909091,Santi Aldama,2001-01-10,"Las Palmas,Spaines",213,97.0,Right,https://www.basketball-reference.com/players/a/aldamsa01.html,28,21.38023760717671,2.195876288659794,Big-height (201-213cm),4,PF,,,False,False,2022-23
aldamsa01,5,MEM,23,61,35,1618,2.4,0.07,-0.2,0.7,False,3,0.13043478260869565,Santi Aldama,2001-01-10,"Las Palmas,Spaines",213,97.0,Right,https://www.basketball-reference.com/players/a/aldamsa01.html,28,21.38023760717671,2.195876288659794,Big-height (201-213cm),4,PF,,,False,False,2023-24
aldrila01,1,SAS,34,53,53,1754,4.5,0.122,1.4,1.5,False,1,0.029411764705882353,LaMarcus Aldridge,1985-07-19,"Dallas,Texasus",211,113.0,Right,https://www.basketball-reference.com/players/a/aldrila01.html,86,25.3812807439186,1.8672566371681416,Big-height (201-213cm),1,C,,,False,False,2019-20
aldrila01,1,SAS,34,53,53,1754,4.5,0.122,1.4,1.5,False,1,0.029411764705882353,LaMarcus Aldridge,1985-07-19,"Dallas,Texasus",211,113.0,Right,https://www.basketball-reference.com/players/a/aldrila01.html,86,25.3812807439186,1.8672566371681416,Big-height (201-213cm),4,PF,,,False,False,2019-20
aldrila01,2,2TM,35,26,23,674,1.1,0.08,-0.3,0.3,False,2,0.05714285714285714,LaMarcus Aldridge,1985-07-19,"Dallas,Texasus",211,113.0,Right,https://www.basketball-reference.com/players/a/aldrila01.html,86,25.3812807439186,1.8672566371681416,Big-height (201-213cm),1,C,,,False,False,2020-21
aldrila01,2,2TM,35,26,23,674,1.1,0.08,-0.3,0.3,False,2,0.05714285714285714,LaMarcus Aldridge,1985-07-19,"Dallas,Texasus",211,113.0,Right,https://www.basketball-reference.com/players/a/aldrila01.html,86,25.3812807439186,1.8672566371681416,Big-height (201-213cm),4,PF,,,False,False,2020-21
aldrila01,3,BRK,36,47,12,1050,3.1,0.141,0.7,0.7,False,3,0.08333333333333333,LaMarcus Aldridge,1985-07-19,"Dallas,Texasus",211,113.0,Right,https://www.basketball-reference.com/players/a/aldrila01.html,86,25.3812807439186,1.8672566371681416,Big-height (201-213cm),1,C,,,False,False,2021-22
aldrila01,3,BRK,36,47,12,1050,3.1,0.141,0.7,0.7,False,3,0.08333333333333333,LaMarcus Aldridge,1985-07-19,"Dallas,Texasus",211,113.0,Right,https://www.basketball-reference.com/players/a/aldrila01.html,86,25.3812807439186,1.8672566371681416,Big-height (201-213cm),4,PF,,,False,False,2021-22
alexaky01,1,MIA,23,2,0,13,0.0,-0.003,-10.1,0.0,True,1,0.043478260869565216,Kyle Alexander,1996-10-21,"Scarborough,Ontarioca",211,99.0,Right,https://www.basketball-reference.com/players/a/alexaky01.html,11,22.23669728891984,2.1313131313131315,Big-height (201-213cm),1,C,,,False,False,2019-20
alexani01,1,NOP,21,47,1,591,-0.2,-0.02,-4.6,-0.4,False,1,0.047619047619047616,Nickeil Alexander-Walker,1998-09-02,"Toronto,Ontarioca",196,92.0,Right,https://www.basketball-reference.com/players/a/alexani01.html,11,23.94835485214494,2.130434782608696,Wing-height (190-201cm),7,SG,,,False,False,2019-20
alexani01,2,NOP,22,46,13,1007,0.7,0.035,-1.3,0.2,False,2,0.09090909090909091,Nickeil Alexander-Walker,1998-09-02,"Toronto,Ontarioca",196,92.0,Right,https://www.basketball-reference.com/players/a/alexani01.html,11,23.94835485214494,2.130434782608696,Wing-height (190-201cm),7,SG,,,False,False,2020-21
alexani01,3,2TM,23,65,21,1466,0.1,0.003,-2.9,-0.3,False,3,0.13043478260869565,Nickeil Alexander-Walker,1998-09-02,"Toronto,Ontarioca",196,92.0,Right,https://www.basketball-reference.com/players/a/alexani01.html,11,23.94835485214494,2.130434782608696,Wing-height (190-201cm),7,SG,,,False,False,2021-22
alexani01,4,2TM,24,59,3,884,1.1,0.062,-0.9,0.2,False,4,0.16666666666666666,Nickeil Alexander-Walker,1998-09-02,"Toronto,Ontarioca",196,92.0,Right,https://www.basketball-reference.com/players/a/alexani01.html,11,23.94835485214494,2.130434782608696,Wing-height (190-201cm),7,SG,,,False,False,2022-23
alexani01,5,MIN,25,82,20,1921,4.3,0.107,0.2,1.1,False,5,0.2,Nickeil Alexander-Walker,1998-09-02,"Toronto,Ontarioca",196,92.0,Right,https://www.basketball-reference.com/players/a/alexani01.html,11,23.94835485214494,2.130434782608696,Wing-height (190-201cm),7,SG,,,False,False,2023-24
alexaty01,2,PHO,22,15,0,47,0.0,-0.048,-6.5,-0.1,True,1,0.045454545454545456,Ty-Shon Alexander,1998-07-16,"Charlotte,North Carolinaus",190,88.0,Right,https://www.basketball-reference.com/players/a/alexaty01.html,86,24.37673130193906,2.159090909090909,Guard-height (<190cm),7,SG,,,False,False,2020-21
allengr01,1,MEM,24,38,0,718,1.2,0.082,-1.3,0.1,False,1,0.041666666666666664,Grayson Allen,1995-10-08,"Jacksonville,Floridaus",190,89.0,Right,https://www.basketball-reference.com/players/a/allengr01.html,86,24.653739612188367,2.134831460674157,Guard-height (<190cm),7,SG,,,False,False,2019-20
allengr01,2,MEM,25,50,38,1259,2.7,0.101,-0.2,0.6,False,2,0.08,Grayson Allen,1995-10-08,"Jacksonville,Floridaus",190,89.0,Right,https://www.basketball-reference.com/players/a/allengr01.html,86,24.653739612188367,2.134831460674157,Guard-height (<190cm),7,SG,,,False,False,2020-21
allengr01,3,MIL,26,66,61,1805,4.2,0.11,0.4,1.1,False,3,0.11538461538461539,Grayson Allen,1995-10-08,"Jacksonville,Floridaus",190,89.0,Right,https://www.basketball-reference.com/players/a/allengr01.html,86,24.653739612188367,2.134831460674157,Guard-height (<190cm),7,SG,,,False,False,2021-22
allengr01,4,MIL,27,72,70,1972,5.1,0.123,0.1,1.0,False,4,0.14814814814814814,Grayson Allen,1995-10-08,"Jacksonville,Floridaus",190,89.0,Right,https://www.basketball-reference.com/players/a/allengr01.html,86,24.653739612188367,2.134831460674157,Guard-height (<190cm),7,SG,,,False,False,2022-23
allengr01,5,PHO,28,75,74,2513,6.9,0.132,1.3,2.0,False,5,0.17857142857142858,Grayson Allen,1995-10-08,"Jacksonville,Floridaus",190,89.0,Right,https://www.basketball-reference.com/players/a/allengr01.html,86,24.653739612188367,2.134831460674157,Guard-height (<190cm),7,SG,,,False,False,2023-24
